nombre,apellido,partido,ciudad,bio,propuesta_electoral,tipos_eleccion,lista_electoral,territorio,region,eleccion,nro_lista,revision_apellido
Osvaldo Antonio,Caro Caro,Movimiento Amarillos por Chile,,,,Diputados 2025,E. Movimiento Amarillos por Chile,Distrito 19,De Ñuble,Diputado,75,
Jorge Dennis,Jaramillo Hott,Movimiento Amarillos por Chile,,,,Diputados 2025,E. Movimiento Amarillos por Chile,Distrito 23,De La Araucania,Diputado,76,
Pablo Alejandro,Yañez Pizarro,Movimiento Amarillos por Chile,,,,Diputados 2025,E. Movimiento Amarillos por Chile,Distrito 5,De Coquimbo,Diputado,76,
Rodrigo Andres,Castro Galaz,Movimiento Amarillos por Chile,,,,Diputados 2025,E. Movimiento Amarillos por Chile,Distrito 19,De Ñuble,Diputado,76,
Cecilia Victoria,Roxana Jacqueline Ortiz Vera,Movimiento Amarillos por Chile,,,,Diputados 2025,E. Movimiento Amarillos por Chile,Distrito 19,De Ñuble,Diputado,77,1
Franchesca Nicole,Plaza Gonzalez,Movimiento Amarillos por Chile,,,,Diputados 2025,E. Movimiento Amarillos por Chile,Distrito 5,De Coquimbo,Diputado,77,
Isadora Alejandra,Reynolds Cavallieri,Movimiento Amarillos por Chile,,,,Diputados 2025,E. Movimiento Amarillos por Chile,Distrito 23,De La Araucania,Diputado,77,
Miguel Angel,Cortes Ibarra,Movimiento Amarillos por Chile,,,,Diputados 2025,E. Movimiento Amarillos por Chile,Distrito 23,De La Araucania,Diputado,78,
Sergio Herman,Contreras Navarro,Movimiento Amarillos por Chile,,,,Diputados 2025,E. Movimiento Amarillos por Chile,Distrito 19,De Ñuble,Diputado,78,
Yerko Neftali,Zambra Villalobos,Movimiento Amarillos por Chile,,,,Diputados 2025,E. Movimiento Amarillos por Chile,Distrito 5,De Coquimbo,Diputado,78,
Elizabeth Solange,Fredes Rosales,Movimiento Amarillos por Chile,,,,Diputados 2025,E. Movimiento Amarillos por Chile,Distrito 5,De Coquimbo,Diputado,79,
Hernan,Alvarez Roman,Movimiento Amarillos por Chile,,,,Diputados 2025,E. Movimiento Amarillos por Chile,Distrito 19,De Ñuble,Diputado,79,
Soledad,Burgos Martinez,Movimiento Amarillos por Chile,,,,Diputados 2025,E. Movimiento Amarillos por Chile,Distrito 23,De La Araucania,Diputado,79,
Sergio Hector,Yañez Reveco,Movimiento Amarillos por Chile,,,,Diputados 2025,E. Movimiento Amarillos por Chile,Distrito 23,De La Araucania,Diputado,80,
Tomas Felipe,Yavar Aguilera,Movimiento Amarillos por Chile,,,,Diputados 2025,E. Movimiento Amarillos por Chile,Distrito 5,De Coquimbo,Diputado,80,
Felix Alonso,Velasco Ladron De Guevara,Movimiento Amarillos por Chile,,,,Diputados 2025,E. Movimiento Amarillos por Chile,Distrito 5,De Coquimbo,Diputado,81,1
Solange Noel,Carmine Rojas,Movimiento Amarillos por Chile,,,,Diputados 2025,E. Movimiento Amarillos por Chile,Distrito 23,De La Araucania,Diputado,81,
Camilo Martin,Jofre Cañipa,De Trabajadores Revolucionarios,,,,Diputados 2025,F. Partido de Trabajadores Revolucionarios,Distrito 1,De Arica Y Parinacota,Diputado,62,
Natalia Valentina,Sanchez Muñoz,De Trabajadores Revolucionarios,,,,Diputados 2025,F. Partido de Trabajadores Revolucionarios,Distrito 3,De Antofagasta,Diputado,65,
Daniel Andres,Vargas Downing,De Trabajadores Revolucionarios,,,,Diputados 2025,F. Partido de Trabajadores Revolucionarios,Distrito 3,De Antofagasta,Diputado,66,
Juan Francisco,Gamboa Higuera,De Trabajadores Revolucionarios,,,,Diputados 2025,F. Partido de Trabajadores Revolucionarios,Distrito 13,Metropolitana De Santiago,Diputado,66,
Daniela Beatriz,Aviles Honores,De Trabajadores Revolucionarios,,,,Diputados 2025,F. Partido de Trabajadores Revolucionarios,Distrito 3,De Antofagasta,Diputado,67,
Maria Isabel,Margarita Martinez Lizama,De Trabajadores Revolucionarios,,,,Diputados 2025,F. Partido de Trabajadores Revolucionarios,Distrito 13,Metropolitana De Santiago,Diputado,67,1
Camila Paz,Burgos Gonzalez,De Trabajadores Revolucionarios,,,,Diputados 2025,F. Partido de Trabajadores Revolucionarios,Distrito 13,Metropolitana De Santiago,Diputado,68,
Nestor Luis,Vera Rojas,De Trabajadores Revolucionarios,,,,Diputados 2025,F. Partido de Trabajadores Revolucionarios,Distrito 3,De Antofagasta,Diputado,68,
Antonio Alejandro,Paez Aguilar,De Trabajadores Revolucionarios,,,,Diputados 2025,F. Partido de Trabajadores Revolucionarios,Distrito 7,De Valparaiso,Diputado,69,
Alejandra,Valderrama Zuñiga,De Trabajadores Revolucionarios,,,,Diputados 2025,F. Partido de Trabajadores Revolucionarios,Distrito 7,De Valparaiso,Diputado,70,
Romina Fernanda,Ibañez San Martin,De Trabajadores Revolucionarios,,,,Diputados 2025,F. Partido de Trabajadores Revolucionarios,Distrito 7,De Valparaiso,Diputado,71,1
Francisco Vladimir,Flores Cobo,De Trabajadores Revolucionarios,,,,Diputados 2025,F. Partido de Trabajadores Revolucionarios,Distrito 8,Metropolitana De Santiago,Diputado,76,
Dauno,Totoro Navarro,De Trabajadores Revolucionarios,,,,Diputados 2025,F. Partido de Trabajadores Revolucionarios,Distrito 10,Metropolitana De Santiago,Diputado,77,
Joseffe Tamara,Caceres Torres,De Trabajadores Revolucionarios,,,,Diputados 2025,F. Partido de Trabajadores Revolucionarios,Distrito 10,Metropolitana De Santiago,Diputado,78,
Fabian Ernesto,Puelma Muller,De Trabajadores Revolucionarios,,,,Diputados 2025,F. Partido de Trabajadores Revolucionarios,Distrito 10,Metropolitana De Santiago,Diputado,79,
Barbara Belen,Brito Carrasco,De Trabajadores Revolucionarios,,,,Diputados 2025,F. Partido de Trabajadores Revolucionarios,Distrito 10,Metropolitana De Santiago,Diputado,80,
Yuri Ernesto,Peña Jimenez,De Trabajadores Revolucionarios,,,,Diputados 2025,F. Partido de Trabajadores Revolucionarios,Distrito 10,Metropolitana De Santiago,Diputado,81,
Valeria Paz,Yañez Alvarez,De Trabajadores Revolucionarios,,,,Diputados 2025,F. Partido de Trabajadores Revolucionarios,Distrito 10,Metropolitana De Santiago,Diputado,82,
Julio Humberto,Mancilla Maraboli,De Trabajadores Revolucionarios,,,,Diputados 2025,F. Partido de Trabajadores Revolucionarios,Distrito 10,Metropolitana De Santiago,Diputado,83,
Claudia Andrea,Tassara Ruilova,De Trabajadores Revolucionarios,,,,Diputados 2025,F. Partido de Trabajadores Revolucionarios,Distrito 10,Metropolitana De Santiago,Diputado,84,
Yamila De,Lourdes Martinez Urrutia,De Trabajadores Revolucionarios,,,,Diputados 2025,F. Partido de Trabajadores Revolucionarios,Distrito 10,Metropolitana De Santiago,Diputado,85,1
Kim Nikki,Gutierrez Ulloa,Alianza Verde Popular,,,,Senadores 2025,G. Partido Alianza Verde Popular,Circunscripción Senatorial 9,Del Maule,Senador,22,
Carlos Eugenio,Ravera Fernandez,Alianza Verde Popular,,,,Senadores 2025,G. Partido Alianza Verde Popular,Circunscripción Senatorial 9,Del Maule,Senador,23,
Damarie,Moyano Madrid,Alianza Verde Popular,,,,Diputados 2025,G. Partido Alianza Verde Popular,Distrito 15,Del Libertador General Bernardo O'Higgins,Diputado,69,
Paola Joyce,Martinez Sandoval,Alianza Verde Popular,,,,Diputados 2025,G. Partido Alianza Verde Popular,Distrito 13,Metropolitana De Santiago,Diputado,69,
Luis Antonio,Dote Orellana,Alianza Verde Popular,,,,Diputados 2025,G. Partido Alianza Verde Popular,Distrito 15,Del Libertador General Bernardo O'Higgins,Diputado,70,
Pedro Alejandro,Valenzuela Yañez,Alianza Verde Popular,,,,Diputados 2025,G. Partido Alianza Verde Popular,Distrito 13,Metropolitana De Santiago,Diputado,70,
Ricardo,Lisboa Henriquez,Alianza Verde Popular,,,,Diputados 2025,G. Partido Alianza Verde Popular,Distrito 15,Del Libertador General Bernardo O'Higgins,Diputado,71,
Igor,Contreras Jeria,Alianza Verde Popular,,,,Diputados 2025,G. Partido Alianza Verde Popular,Distrito 11,Metropolitana De Santiago,Diputado,72,
Katherine Alejandra,Toledo Guerra,Alianza Verde Popular,,,,Diputados 2025,G. Partido Alianza Verde Popular,Distrito 15,Del Libertador General Bernardo O'Higgins,Diputado,72,
Manuel Enrique,Muñoz Palacios,Alianza Verde Popular,,,,Diputados 2025,G. Partido Alianza Verde Popular,Distrito 9,Metropolitana De Santiago,Diputado,72,
Tamara,Fredes Gutierrez,Alianza Verde Popular,,,,Diputados 2025,G. Partido Alianza Verde Popular,Distrito 14,Metropolitana De Santiago,Diputado,72,
Judith Mercedes,Cornejo Toledo,Alianza Verde Popular,,,,Diputados 2025,G. Partido Alianza Verde Popular,Distrito 15,Del Libertador General Bernardo O'Higgins,Diputado,73,
Kein,Soto Lama,Alianza Verde Popular,,,,Diputados 2025,G. Partido Alianza Verde Popular,Distrito 14,Metropolitana De Santiago,Diputado,73,
Paula,Huechaqueo Rojas,Alianza Verde Popular,,,,Diputados 2025,G. Partido Alianza Verde Popular,Distrito 11,Metropolitana De Santiago,Diputado,73,
Xuxa,Alvarez Fernandez,Alianza Verde Popular,,,,Diputados 2025,G. Partido Alianza Verde Popular,Distrito 9,Metropolitana De Santiago,Diputado,73,
Jose Guillermo,Rojas Inostroza,Alianza Verde Popular,,,,Diputados 2025,G. Partido Alianza Verde Popular,Distrito 9,Metropolitana De Santiago,Diputado,74,
Patricia Del,Pilar Toledo Jerez,Alianza Verde Popular,,,,Diputados 2025,G. Partido Alianza Verde Popular,Distrito 12,Metropolitana De Santiago,Diputado,74,1
Sergio,Millalen Himilaf,Alianza Verde Popular,,,,Diputados 2025,G. Partido Alianza Verde Popular,Distrito 14,Metropolitana De Santiago,Diputado,74,
Isabel,Palma Palma,Alianza Verde Popular,,,,Diputados 2025,G. Partido Alianza Verde Popular,Distrito 9,Metropolitana De Santiago,Diputado,75,
Sebastian,Rodriguez Cortes,Alianza Verde Popular,,,,Diputados 2025,G. Partido Alianza Verde Popular,Distrito 12,Metropolitana De Santiago,Diputado,75,
Andres Teodoro,Jara Perez,Alianza Verde Popular,,,,Diputados 2025,G. Partido Alianza Verde Popular,Distrito 12,Metropolitana De Santiago,Diputado,76,
Maria Elena,Valenzuela Pino,Alianza Verde Popular,,,,Diputados 2025,G. Partido Alianza Verde Popular,Distrito 9,Metropolitana De Santiago,Diputado,76,
Lorenzo,Lepin Araneda,Alianza Verde Popular,,,,Diputados 2025,G. Partido Alianza Verde Popular,Distrito 9,Metropolitana De Santiago,Diputado,77,
Nicolas Patricio,Farnet Toledo,Alianza Verde Popular,,,,Diputados 2025,G. Partido Alianza Verde Popular,Distrito 12,Metropolitana De Santiago,Diputado,77,
Daniel Eduardo,Canto Gonzalez,Alianza Verde Popular,,,,Diputados 2025,G. Partido Alianza Verde Popular,Distrito 9,Metropolitana De Santiago,Diputado,78,
Darlyng Dayane,Fuentes Gomez,Alianza Verde Popular,,,,Diputados 2025,G. Partido Alianza Verde Popular,Distrito 12,Metropolitana De Santiago,Diputado,78,
Roberto,Lobos Villaseca,Alianza Verde Popular,,,,Diputados 2025,G. Partido Alianza Verde Popular,Distrito 9,Metropolitana De Santiago,Diputado,79,
Valentina Ignacia,Castillo Reyes,Alianza Verde Popular,,,,Diputados 2025,G. Partido Alianza Verde Popular,Distrito 12,Metropolitana De Santiago,Diputado,79,
Julia Leticia,Zappettini Vasquez,Alianza Verde Popular,,,,Diputados 2025,G. Partido Alianza Verde Popular,Distrito 19,De Ñuble,Diputado,80,
Vania Andrea,Neculqueo Saavedra,Alianza Verde Popular,,,,Diputados 2025,G. Partido Alianza Verde Popular,Distrito 12,Metropolitana De Santiago,Diputado,80,
Ricardo,Rodriguez Rivas,Alianza Verde Popular,,,,Diputados 2025,G. Partido Alianza Verde Popular,Distrito 19,De Ñuble,Diputado,81,
Oscar Miguel,Montecinos Garcia,Alianza Verde Popular,,,,Diputados 2025,G. Partido Alianza Verde Popular,Distrito 19,De Ñuble,Diputado,82,
Nicol,Aguilera Ortiz,Alianza Verde Popular,,,,Diputados 2025,G. Partido Alianza Verde Popular,Distrito 10,Metropolitana De Santiago,Diputado,86,
Hector,Soto Gallardo,Alianza Verde Popular,,,,Diputados 2025,G. Partido Alianza Verde Popular,Distrito 10,Metropolitana De Santiago,Diputado,87,
Sofia Mariela,Gonzalez Peralta,Alianza Verde Popular,,,,Diputados 2025,G. Partido Alianza Verde Popular,Distrito 10,Metropolitana De Santiago,Diputado,88,
Catalina Militza,Duran Chanan,Alianza Verde Popular,,,,Diputados 2025,G. Partido Alianza Verde Popular,Distrito 10,Metropolitana De Santiago,Diputado,89,
Cesar,Lorca Hidalgo,Alianza Verde Popular,,,,Diputados 2025,G. Partido Alianza Verde Popular,Distrito 10,Metropolitana De Santiago,Diputado,90,
Nella,Reyes Vallejos,Alianza Verde Popular,,,,Diputados 2025,G. Partido Alianza Verde Popular,Distrito 10,Metropolitana De Santiago,Diputado,91,
Jessica,Saint-Pierre Collado,Alianza Verde Popular,,,,Diputados 2025,G. Partido Alianza Verde Popular,Distrito 10,Metropolitana De Santiago,Diputado,92,
Belen Jesus,Carvajal Zuñiga,Alianza Verde Popular,,,,Diputados 2025,G. Partido Alianza Verde Popular,Distrito 10,Metropolitana De Santiago,Diputado,93,
Andres,Urzua Corvalan,Alianza Verde Popular,,,,Diputados 2025,G. Partido Alianza Verde Popular,Distrito 10,Metropolitana De Santiago,Diputado,94,
Fernando Alex,Fernandez Barraza,Popular,,,,Senadores 2025,H. Popular,Circunscripción Senatorial 1,De Arica Y Parinacota,Senador,17,
Inti Eleodoro,Salamanca Fernandez,Popular,,,,Diputados 2025,H. Popular,Distrito 4,De Atacama,Diputado,62,
Joana Andrea,Barrios Paez,Popular,,,,Diputados 2025,H. Popular,Distrito 4,De Atacama,Diputado,63,
Oscar Boris,Palleres Flores,Popular,,,,Diputados 2025,H. Popular,Distrito 1,De Arica Y Parinacota,Diputado,63,
Daldym Eugenia,Pinochet Perez,Popular,,,,Diputados 2025,H. Popular,Distrito 1,De Arica Y Parinacota,Diputado,64,
Jorge David,Varas Henriquez,Popular,,,,Diputados 2025,H. Popular,Distrito 4,De Atacama,Diputado,64,
Marcelo Ismael,Ruiz Tagle Escobar,Popular,,,,Diputados 2025,H. Popular,Distrito 4,De Atacama,Diputado,65,1
Oscar Alejandro,Nuñez Veneros,Popular,,,,Diputados 2025,H. Popular,Distrito 4,De Atacama,Diputado,66,
Nelcy Nieves,Castillo Saravia,Popular,,,,Diputados 2025,H. Popular,Distrito 3,De Antofagasta,Diputado,69,
Cristian Eduardo,Cuevas Zambrano,Popular,,,,Diputados 2025,H. Popular,Distrito 7,De Valparaiso,Diputado,72,
Constanza Loreto,Ahumada Fuentes,Popular,,,,Diputados 2025,H. Popular,Distrito 7,De Valparaiso,Diputado,73,
Monserrat Michel,España Valdivia,Popular,,,,Diputados 2025,H. Popular,Distrito 7,De Valparaiso,Diputado,74,
Amaro Enrique,Ramirez Garcia,Popular,,,,Diputados 2025,H. Popular,Distrito 7,De Valparaiso,Diputado,75,
Rodrigo Andres,Wittwer Salinas,Popular,,,,Diputados 2025,H. Popular,Distrito 7,De Valparaiso,Diputado,76,
Matias,Gazmuri Kruberg,Popular,,,,Diputados 2025,H. Popular,Distrito 7,De Valparaiso,Diputado,77,
Francisco-Jesus,Peñaloza Aguilera,Popular,,,,Diputados 2025,H. Popular,Distrito 7,De Valparaiso,Diputado,78,
Valentina Rayen,Nuñez Godoy,Popular,,,,Diputados 2025,H. Popular,Distrito 7,De Valparaiso,Diputado,79,
Mariela Del,Carmen Hidalgo Diaz,Popular,,,,Diputados 2025,H. Popular,Distrito 7,De Valparaiso,Diputado,80,1
Francisca Andrea,Acevedo Leon,De la Gente,,,,Diputados 2025,I. Partido de la Gente,Distrito 10,Metropolitana De Santiago,Diputado,100,
Betzabe Patricia,Vigorena Nuñez,De la Gente,,,,Diputados 2025,I. Partido de la Gente,Distrito 10,Metropolitana De Santiago,Diputado,101,
Jasmin Nicole,Osorio Cesped,De la Gente,,,,Diputados 2025,I. Partido de la Gente,Distrito 10,Metropolitana De Santiago,Diputado,102,
Francisco Javier,Patiño Tobar,De la Gente,,,,Diputados 2025,I. Partido de la Gente,Distrito 10,Metropolitana De Santiago,Diputado,103,
Sebastian Vicente,Carmona Orquera,De la Gente,,,,Senadores 2025,I. Partido de la Gente,Circunscripción Senatorial 4,De Atacama,Senador,15,
Marta,Cortes Zapata,De la Gente,,,,Senadores 2025,I. Partido de la Gente,Circunscripción Senatorial 2,De Tarapaca,Senador,16,
Jose Luis,Paredes Cortes,De la Gente,,,,Senadores 2025,I. Partido de la Gente,Circunscripción Senatorial 2,De Tarapaca,Senador,17,
Friedrich Renard,Mencia Poconi,De la Gente,,,,Senadores 2025,I. Partido de la Gente,Circunscripción Senatorial 1,De Arica Y Parinacota,Senador,18,
Viviana,Manriquez Mora,De la Gente,,,,Senadores 2025,I. Partido de la Gente,Circunscripción Senatorial 11,De La Araucania,Senador,19,
Juan Francisco,Madariaga Mendez,De la Gente,,,,Senadores 2025,I. Partido de la Gente,Circunscripción Senatorial 11,De La Araucania,Senador,20,
Marcela Patricia,Del Sol Hallett,De la Gente,,,,Senadores 2025,I. Partido de la Gente,Circunscripción Senatorial 6,De Valparaiso,Senador,21,1
Pamela,Correa Quezada,De la Gente,,,,Senadores 2025,I. Partido de la Gente,Circunscripción Senatorial 11,De La Araucania,Senador,21,
Claudio Abraham,Uribe Hernandez,De la Gente,,,,Senadores 2025,I. Partido de la Gente,Circunscripción Senatorial 6,De Valparaiso,Senador,22,
Marisel,Pedreros Venegas,De la Gente,,,,Senadores 2025,I. Partido de la Gente,Circunscripción Senatorial 11,De La Araucania,Senador,22,
Elias,Canelo Perez,De la Gente,,,,Senadores 2025,I. Partido de la Gente,Circunscripción Senatorial 6,De Valparaiso,Senador,23,
Diego Alonso,Cortez Barrera,De la Gente,,,,Senadores 2025,I. Partido de la Gente,Circunscripción Senatorial 6,De Valparaiso,Senador,24,
Mario,Campos Rojas,De la Gente,,,,Senadores 2025,I. Partido de la Gente,Circunscripción Senatorial 9,Del Maule,Senador,24,
Claudia,Sosa Flores,De la Gente,,,,Senadores 2025,I. Partido de la Gente,Circunscripción Senatorial 9,Del Maule,Senador,25,
Paulina,Miranda Barriga,De la Gente,,,,Senadores 2025,I. Partido de la Gente,Circunscripción Senatorial 9,Del Maule,Senador,26,
Cecilia,Gonzalez Bello,De la Gente,,,,Senadores 2025,I. Partido de la Gente,Circunscripción Senatorial 9,Del Maule,Senador,27,
Yenny,Soto Avendaño,De la Gente,,,,Senadores 2025,I. Partido de la Gente,Circunscripción Senatorial 9,Del Maule,Senador,28,
Abel Alejandro,Fernandez Traipe,De la Gente,,,,Diputados 2025,I. Partido de la Gente,Distrito 28,De Magallanes Y De La Antartica Chilena,Diputado,57,
Roberto,Sahr Domian,De la Gente,,,,Diputados 2025,I. Partido de la Gente,Distrito 28,De Magallanes Y De La Antartica Chilena,Diputado,58,
Karin Pamela,Contreras Murtschwa,De la Gente,,,,Diputados 2025,I. Partido de la Gente,Distrito 27,De Aysen Del General Carlos Ibañez Del Campo,Diputado,59,
Patricio,Quisbert Lazo,De la Gente,,,,Diputados 2025,I. Partido de la Gente,Distrito 2,De Tarapaca,Diputado,59,
Ana,Toro Ojane,De la Gente,,,,Diputados 2025,I. Partido de la Gente,Distrito 2,De Tarapaca,Diputado,60,
Claudio,Saez Muñoz,De la Gente,,,,Diputados 2025,I. Partido de la Gente,Distrito 2,De Tarapaca,Diputado,61,
Isidoro Rodolfo,Barquin Pardo,De la Gente,,,,Diputados 2025,I. Partido de la Gente,Distrito 25,De Los Lagos,Diputado,61,
Ruben Ignacio,Martinez Nuñez,De la Gente,,,,Diputados 2025,I. Partido de la Gente,Distrito 18,Del Maule,Diputado,61,
Susan Evelyn,Gomez Pardo,De la Gente,,,,Diputados 2025,I. Partido de la Gente,Distrito 16,Del Libertador General Bernardo O'Higgins,Diputado,61,
Daniela Del,Pilar Olguin Andrade,De la Gente,,,,Diputados 2025,I. Partido de la Gente,Distrito 18,Del Maule,Diputado,62,1
Gerardo,Lara Martinez,De la Gente,,,,Diputados 2025,I. Partido de la Gente,Distrito 24,De Los Rios,Diputado,62,
Jose Antonio,Carvallo Castro,De la Gente,,,,Diputados 2025,I. Partido de la Gente,Distrito 16,Del Libertador General Bernardo O'Higgins,Diputado,62,
Maurice,Goudie Dominguez,De la Gente,,,,Diputados 2025,I. Partido de la Gente,Distrito 25,De Los Lagos,Diputado,62,
Alex Manuel,Nahuelquin Nahuelquin,De la Gente,,,,Diputados 2025,I. Partido de la Gente,Distrito 26,De Los Lagos,Diputado,63,
Angelica Eliana,Manriquez Santibañez,De la Gente,,,,Diputados 2025,I. Partido de la Gente,Distrito 25,De Los Lagos,Diputado,63,
Carlos Antonio,Bascuñan Tapia,De la Gente,,,,Diputados 2025,I. Partido de la Gente,Distrito 18,Del Maule,Diputado,63,
Daniela Denisse,Gaete Cornejo,De la Gente,,,,Diputados 2025,I. Partido de la Gente,Distrito 16,Del Libertador General Bernardo O'Higgins,Diputado,63,
Tabina Gabriela,Manque Manque,De la Gente,,,,Diputados 2025,I. Partido de la Gente,Distrito 24,De Los Rios,Diputado,63,
Andrea,Quintana Diaz,De la Gente,,,,Diputados 2025,I. Partido de la Gente,Distrito 26,De Los Lagos,Diputado,64,
Carolina Alejandra,Morales Ortega,De la Gente,,,,Diputados 2025,I. Partido de la Gente,Distrito 18,Del Maule,Diputado,64,
Erwin David,Perez Monje,De la Gente,,,,Diputados 2025,I. Partido de la Gente,Distrito 25,De Los Lagos,Diputado,64,
Felipe Emilio,Aranda Saravia,De la Gente,,,,Diputados 2025,I. Partido de la Gente,Distrito 24,De Los Rios,Diputado,64,
Hector Andres,Sanchez Moreno,De la Gente,,,,Diputados 2025,I. Partido de la Gente,Distrito 16,Del Libertador General Bernardo O'Higgins,Diputado,64,
Andrea,Burgos Vicuña,De la Gente,,,,Diputados 2025,I. Partido de la Gente,Distrito 24,De Los Rios,Diputado,65,
Rodrigo Andres,Maldonado Becerra,De la Gente,,,,Diputados 2025,I. Partido de la Gente,Distrito 16,Del Libertador General Bernardo O'Higgins,Diputado,65,
Rodrigo,Cuevas Troncoso,De la Gente,,,,Diputados 2025,I. Partido de la Gente,Distrito 1,De Arica Y Parinacota,Diputado,65,
Rodrigo Reimundo,Vergara Valdes,De la Gente,,,,Diputados 2025,I. Partido de la Gente,Distrito 18,Del Maule,Diputado,65,
Samuel Dario,Cardenas Vivar,De la Gente,,,,Diputados 2025,I. Partido de la Gente,Distrito 25,De Los Lagos,Diputado,65,
Ximena,Uribe Canobra,De la Gente,,,,Diputados 2025,I. Partido de la Gente,Distrito 26,De Los Lagos,Diputado,65,
Alexis,Maldonado Ramos,De la Gente,,,,Diputados 2025,I. Partido de la Gente,Distrito 26,De Los Lagos,Diputado,66,
Ernesto,Plasencia Rojas,De la Gente,,,,Diputados 2025,I. Partido de la Gente,Distrito 1,De Arica Y Parinacota,Diputado,66,
Guillermo Victoriano,Valdes Carmona,De la Gente,,,,Diputados 2025,I. Partido de la Gente,Distrito 17,Del Maule,Diputado,66,
Marcelo Miguel,Franco Franco,De la Gente,,,,Diputados 2025,I. Partido de la Gente,Distrito 24,De Los Rios,Diputado,66,
Daniela Nataly,Gonzalez Fariña,De la Gente,,,,Diputados 2025,I. Partido de la Gente,Distrito 22,De La Araucania,Diputado,67,
Lilian Alejandra,Betancurt Delgado,De la Gente,,,,Diputados 2025,I. Partido de la Gente,Distrito 21,Del Biobio,Diputado,67,
Luis Mariano,Chodil Soto,De la Gente,,,,Diputados 2025,I. Partido de la Gente,Distrito 26,De Los Lagos,Diputado,67,
Paula Andrea,Olmos Contreras,De la Gente,,,,Diputados 2025,I. Partido de la Gente,Distrito 4,De Atacama,Diputado,67,
Raul,Parada Flores,De la Gente,,,,Diputados 2025,I. Partido de la Gente,Distrito 1,De Arica Y Parinacota,Diputado,67,
Viviana De,Las Mercedes Rodriguez Saavedra,De la Gente,,,,Diputados 2025,I. Partido de la Gente,Distrito 17,Del Maule,Diputado,67,1
Candy,Andrade Jara,De la Gente,,,,Diputados 2025,I. Partido de la Gente,Distrito 1,De Arica Y Parinacota,Diputado,68,
Carlos Alberto,Peña Opazo,De la Gente,,,,Diputados 2025,I. Partido de la Gente,Distrito 21,Del Biobio,Diputado,68,
Guido Antonio,Diaz Vergara,De la Gente,,,,Diputados 2025,I. Partido de la Gente,Distrito 22,De La Araucania,Diputado,68,
Jessica Alejandra,Liquitay Martinez,De la Gente,,,,Diputados 2025,I. Partido de la Gente,Distrito 4,De Atacama,Diputado,68,
Nicolas Enrique,Garcia Espinoza,De la Gente,,,,Diputados 2025,I. Partido de la Gente,Distrito 17,Del Maule,Diputado,68,
Alex Alejandro,Farias Perez,De la Gente,,,,Diputados 2025,I. Partido de la Gente,Distrito 4,De Atacama,Diputado,69,
Alexis,Ojeda Altamirano,De la Gente,,,,Diputados 2025,I. Partido de la Gente,Distrito 22,De La Araucania,Diputado,69,
Eduardo Alexander,Oteiza Vasquez,De la Gente,,,,Diputados 2025,I. Partido de la Gente,Distrito 17,Del Maule,Diputado,69,
Javier,Olivares Avendaño,De la Gente,,,,Diputados 2025,I. Partido de la Gente,Distrito 6,De Valparaiso,Diputado,69,
Karen Marcela,Morales Rozas,De la Gente,,,,Diputados 2025,I. Partido de la Gente,Distrito 21,Del Biobio,Diputado,69,
Carlos Felipe,Agurto Pedreros,De la Gente,,,,Diputados 2025,I. Partido de la Gente,Distrito 21,Del Biobio,Diputado,70,
Fabian,Ossandon Briceño,De la Gente,,,,Diputados 2025,I. Partido de la Gente,Distrito 3,De Antofagasta,Diputado,70,
Francisco Javier,Vargas Mery,De la Gente,,,,Diputados 2025,I. Partido de la Gente,Distrito 4,De Atacama,Diputado,70,
Maykol,Castillo Fernandez,De la Gente,,,,Diputados 2025,I. Partido de la Gente,Distrito 6,De Valparaiso,Diputado,70,
Patricia Del,Carmen Muñoz Beltran,De la Gente,,,,Diputados 2025,I. Partido de la Gente,Distrito 22,De La Araucania,Diputado,70,1
Rosa Irene,Bravo Herrera,De la Gente,,,,Diputados 2025,I. Partido de la Gente,Distrito 17,Del Maule,Diputado,70,
Christian Rodrigo,Fuentes Cabezas,De la Gente,,,,Diputados 2025,I. Partido de la Gente,Distrito 21,Del Biobio,Diputado,71,
Cristian Arturo,Seguel Olivos,De la Gente,,,,Diputados 2025,I. Partido de la Gente,Distrito 13,Metropolitana De Santiago,Diputado,71,
Hector Raul,Vergara Seura,De la Gente,,,,Diputados 2025,I. Partido de la Gente,Distrito 4,De Atacama,Diputado,71,
Jorge,Cristi Ramirez,De la Gente,,,,Diputados 2025,I. Partido de la Gente,Distrito 6,De Valparaiso,Diputado,71,
Lorena Alejandra,Balladares Chamorro,De la Gente,,,,Diputados 2025,I. Partido de la Gente,Distrito 17,Del Maule,Diputado,71,
Paola,Debia Gonzalez,De la Gente,,,,Diputados 2025,I. Partido de la Gente,Distrito 3,De Antofagasta,Diputado,71,
Ramiro Adrian,Rodriguez Maureira,De la Gente,,,,Diputados 2025,I. Partido de la Gente,Distrito 22,De La Araucania,Diputado,71,
Daniela Francisca,Diaz Gomez,De la Gente,,,,Diputados 2025,I. Partido de la Gente,Distrito 17,Del Maule,Diputado,72,
Gonzalo Marcelo,Soto Pizarro,De la Gente,,,,Diputados 2025,I. Partido de la Gente,Distrito 6,De Valparaiso,Diputado,72,
Marcelo Andres,Olivares Figueroa,De la Gente,,,,Diputados 2025,I. Partido de la Gente,Distrito 13,Metropolitana De Santiago,Diputado,72,
