eleccion,nro_lista,candidato,region,territorio,lista,partido,gano
Diputado,88,Sofia Mariela Gonzalez Peralta,Metropolitana De Santiago,Distrito 10,G. Partido Alianza Verde Popular,Alianza Verde Popular,NO
Diputado,89,Catalina Militza Duran Chanan,Metropolitana De Santiago,Distrito 10,G. Partido Alianza Verde Popular,Alianza Verde Popular,NO
Diputado,90,Cesar Lorca Hidalgo,Metropolitana De Santiago,Distrito 10,G. Partido Alianza Verde Popular,Alianza Verde Popular,NO
Diputado,91,Nella Reyes Vallejos,Metropolitana De Santiago,Distrito 10,G. Partido Alianza Verde Popular,Alianza Verde Popular,NO
Diputado,92,Jessica Saint-Pierre Collado,Metropolitana De Santiago,Distrito 10,G. Partido Alianza Verde Popular,Alianza Verde Popular,NO
Diputado,93,Belen Jesus Carvajal Zuñiga,Metropolitana De Santiago,Distrito 10,G. Partido Alianza Verde Popular,Alianza Verde Popular,NO
Diputado,94,Andres Urzua Corvalan,Metropolitana De Santiago,Distrito 10,G. Partido Alianza Verde Popular,Alianza Verde Popular,NO
Senador,17,Fernando Alex Fernandez Barraza,De Arica Y Parinacota,Circunscripción Senatorial 1,H. Popular,Popular,NO
Diputado,62,Inti Eleodoro Salamanca Fernandez,De Atacama,Distrito 4,H. Popular,Popular,NO
Diputado,63,Joana Andrea Barrios Paez,De Atacama,Distrito 4,H. Popular,Popular,NO
Diputado,63,Oscar Boris Palleres Flores,De Arica Y Parinacota,Distrito 1,H. Popular,Popular,NO
Diputado,64,Daldym Eugenia Pinochet Perez,De Arica Y Parinacota,Distrito 1,H. Popular,Popular,NO
Diputado,64,Jorge David Varas Henriquez,De Atacama,Distrito 4,H. Popular,Popular,NO
Diputado,65,Marcelo Ismael Ruiz Tagle Escobar,De Atacama,Distrito 4,H. Popular,Popular,NO
Diputado,66,Oscar Alejandro Nuñez Veneros,De Atacama,Distrito 4,H. Popular,Popular,NO
Diputado,69,Nelcy Nieves Castillo Saravia,De Antofagasta,Distrito 3,H. Popular,Popular,NO
Diputado,72,Cristian Eduardo Cuevas Zambrano,De Valparaiso,Distrito 7,H. Popular,Popular,NO
Diputado,73,Constanza Loreto Ahumada Fuentes,De Valparaiso,Distrito 7,H. Popular,Popular,NO
Diputado,74,Monserrat Michel España Valdivia,De Valparaiso,Distrito 7,H. Popular,Popular,NO
Diputado,75,Amaro Enrique Ramirez Garcia,De Valparaiso,Distrito 7,H. Popular,Popular,NO
Diputado,76,Rodrigo Andres Wittwer Salinas,De Valparaiso,Distrito 7,H. Popular,Popular,NO
Diputado,77,Matias Gazmuri Kruberg,De Valparaiso,Distrito 7,H. Popular,Popular,NO
Diputado,78,Francisco-Jesus Peñaloza Aguilera,De Valparaiso,Distrito 7,H. Popular,Popular,NO
Diputado,79,Valentina Rayen Nuñez Godoy,De Valparaiso,Distrito 7,H. Popular,Popular,NO
Diputado,80,Mariela Del Carmen Hidalgo Diaz,De Valparaiso,Distrito 7,H. Popular,Popular,NO
Diputado,100,Francisca Andrea Acevedo Leon,Metropolitana De Santiago,Distrito 10,I. Partido de la Gente,De la Gente,NO
Diputado,101,Betzabe Patricia Vigorena Nuñez,Metropolitana De Santiago,Distrito 10,I. Partido de la Gente,De la Gente,NO
Diputado,102,Jasmin Nicole Osorio Cesped,Metropolitana De Santiago,Distrito 10,I. Partido de la Gente,De la Gente,NO
Diputado,103,Francisco Javier Patiño Tobar,Metropolitana De Santiago,Distrito 10,I. Partido de la Gente,De la Gente,NO
Senador,15,Sebastian Vicente Carmona Orquera,De Atacama,Circunscripción Senatorial 4,I. Partido de la Gente,De la Gente,NO
Senador,16,Marta Cortes Zapata,De Tarapaca,Circunscripción Senatorial 2,I. Partido de la Gente,De la Gente,NO
Senador,17,Jose Luis Paredes Cortes,De Tarapaca,Circunscripción Senatorial 2,I. Partido de la Gente,De la Gente,NO
Senador,18,Friedrich Renard Mencia Poconi,De Arica Y Parinacota,Circunscripción Senatorial 1,I. Partido de la Gente,De la Gente,NO
Senador,19,Viviana Manriquez Mora,De La Araucania,Circunscripción Senatorial 11,I. Partido de la Gente,De la Gente,NO
Senador,20,Juan Francisco Madariaga Mendez,De La Araucania,Circunscripción Senatorial 11,I. Partido de la Gente,De la Gente,NO
Senador,21,Marcela Patricia Del Sol Hallett,De Valparaiso,Circunscripción Senatorial 6,I. Partido de la Gente,De la Gente,NO
Senador,21,Pamela Correa Quezada,De La Araucania,Circunscripción Senatorial 11,I. Partido de la Gente,De la Gente,NO
Senador,22,Claudio Abraham Uribe Hernandez,De Valparaiso,Circunscripción Senatorial 6,I. Partido de la Gente,De la Gente,NO
Senador,22,Marisel Pedreros Venegas,De La Araucania,Circunscripción Senatorial 11,I. Partido de la Gente,De la Gente,NO
Senador,23,Elias Canelo Perez,De Valparaiso,Circunscripción Senatorial 6,I. Partido de la Gente,De la Gente,NO
Senador,24,Diego Alonso Cortez Barrera,De Valparaiso,Circunscripción Senatorial 6,I. Partido de la Gente,De la Gente,NO
Senador,24,Mario Campos Rojas,Del Maule,Circunscripción Senatorial 9,I. Partido de la Gente,De la Gente,NO
Senador,25,Claudia Sosa Flores,Del Maule,Circunscripción Senatorial 9,I. Partido de la Gente,De la Gente,NO
Senador,26,Paulina Miranda Barriga,Del Maule,Circunscripción Senatorial 9,I. Partido de la Gente,De la Gente,NO
Senador,27,Cecilia Gonzalez Bello,Del Maule,Circunscripción Senatorial 9,I. Partido de la Gente,De la Gente,NO
Senador,28,Yenny Soto Avendaño,Del Maule,Circunscripción Senatorial 9,I. Partido de la Gente,De la Gente,NO
Diputado,57,Abel Alejandro Fernandez Traipe,De Magallanes Y De La Antartica Chilena,Distrito 28,I. Partido de la Gente,De la Gente,NO
Diputado,58,Roberto Sahr Domian,De Magallanes Y De La Antartica Chilena,Distrito 28,I. Partido de la Gente,De la Gente,NO
Diputado,59,Karin Pamela Contreras Murtschwa,De Aysen Del General Carlos Ibañez Del Campo,Distrito 27,I. Partido de la Gente,De la Gente,NO
Diputado,59,Patricio Quisbert Lazo,De Tarapaca,Distrito 2,I. Partido de la Gente,De la Gente,NO
Diputado,60,Ana Toro Ojane,De Tarapaca,Distrito 2,I. Partido de la Gente,De la Gente,NO
Diputado,61,Claudio Saez Muñoz,De Tarapaca,Distrito 2,I. Partido de la Gente,De la Gente,NO
Diputado,61,Isidoro Rodolfo Barquin Pardo,De Los Lagos,Distrito 25,I. Partido de la Gente,De la Gente,NO
Diputado,61,Ruben Ignacio Martinez Nuñez,Del Maule,Distrito 18,I. Partido de la Gente,De la Gente,NO
Diputado,61,Susan Evelyn Gomez Pardo,Del Libertador General Bernardo O'Higgins,Distrito 16,I. Partido de la Gente,De la Gente,NO
Diputado,62,Daniela Del Pilar Olguin Andrade,Del Maule,Distrito 18,I. Partido de la Gente,De la Gente,NO
Diputado,62,Gerardo Lara Martinez,De Los Rios,Distrito 24,I. Partido de la Gente,De la Gente,NO
Diputado,62,Jose Antonio Carvallo Castro,Del Libertador General Bernardo O'Higgins,Distrito 16,I. Partido de la Gente,De la Gente,NO
Diputado,62,Maurice Goudie Dominguez,De Los Lagos,Distrito 25,I. Partido de la Gente,De la Gente,NO
Diputado,63,Alex Manuel Nahuelquin Nahuelquin,De Los Lagos,Distrito 26,I. Partido de la Gente,De la Gente,NO
Diputado,63,Angelica Eliana Manriquez Santibañez,De Los Lagos,Distrito 25,I. Partido de la Gente,De la Gente,NO
Diputado,63,Carlos Antonio Bascuñan Tapia,Del Maule,Distrito 18,I. Partido de la Gente,De la Gente,NO
Diputado,63,Daniela Denisse Gaete Cornejo,Del Libertador General Bernardo O'Higgins,Distrito 16,I. Partido de la Gente,De la Gente,NO
Diputado,63,Tabina Gabriela Manque Manque,De Los Rios,Distrito 24,I. Partido de la Gente,De la Gente,NO
Diputado,64,Andrea Quintana Diaz,De Los Lagos,Distrito 26,I. Partido de la Gente,De la Gente,NO
Diputado,64,Carolina Alejandra Morales Ortega,Del Maule,Distrito 18,I. Partido de la Gente,De la Gente,NO
Diputado,64,Erwin David Perez Monje,De Los Lagos,Distrito 25,I. Partido de la Gente,De la Gente,NO
Diputado,64,Felipe Emilio Aranda Saravia,De Los Rios,Distrito 24,I. Partido de la Gente,De la Gente,NO
Diputado,64,Hector Andres Sanchez Moreno,Del Libertador General Bernardo O'Higgins,Distrito 16,I. Partido de la Gente,De la Gente,NO
Diputado,65,Andrea Burgos Vicuña,De Los Rios,Distrito 24,I. Partido de la Gente,De la Gente,NO
Diputado,65,Rodrigo Andres Maldonado Becerra,Del Libertador General Bernardo O'Higgins,Distrito 16,I. Partido de la Gente,De la Gente,NO
Diputado,65,Rodrigo Cuevas Troncoso,De Arica Y Parinacota,Distrito 1,I. Partido de la Gente,De la Gente,NO
Diputado,65,Rodrigo Reimundo Vergara Valdes,Del Maule,Distrito 18,I. Partido de la Gente,De la Gente,NO
Diputado,65,Samuel Dario Cardenas Vivar,De Los Lagos,Distrito 25,I. Partido de la Gente,De la Gente,NO
Diputado,65,Ximena Uribe Canobra,De Los Lagos,Distrito 26,I. Partido de la Gente,De la Gente,NO
Diputado,66,Alexis Maldonado Ramos,De Los Lagos,Distrito 26,I. Partido de la Gente,De la Gente,NO
Diputado,66,Ernesto Plasencia Rojas,De Arica Y Parinacota,Distrito 1,I. Partido de la Gente,De la Gente,NO
Diputado,66,Guillermo Victoriano Valdes Carmona,Del Maule,Distrito 17,I. Partido de la Gente,De la Gente,NO
Diputado,66,Marcelo Miguel Franco Franco,De Los Rios,Distrito 24,I. Partido de la Gente,De la Gente,NO
Diputado,67,Daniela Nataly Gonzalez Fariña,De La Araucania,Distrito 22,I. Partido de la Gente,De la Gente,NO
Diputado,67,Lilian Alejandra Betancurt Delgado,Del Biobio,Distrito 21,I. Partido de la Gente,De la Gente,NO
Diputado,67,Luis Mariano Chodil Soto,De Los Lagos,Distrito 26,I. Partido de la Gente,De la Gente,NO
Diputado,67,Paula Andrea Olmos Contreras,De Atacama,Distrito 4,I. Partido de la Gente,De la Gente,NO
Diputado,67,Raul Parada Flores,De Arica Y Parinacota,Distrito 1,I. Partido de la Gente,De la Gente,NO
Diputado,67,Viviana De Las Mercedes Rodriguez Saavedra,Del Maule,Distrito 17,I. Partido de la Gente,De la Gente,NO
Diputado,68,Candy Andrade Jara,De Arica Y Parinacota,Distrito 1,I. Partido de la Gente,De la Gente,NO
Diputado,68,Carlos Alberto Peña Opazo,Del Biobio,Distrito 21,I. Partido de la Gente,De la Gente,NO
Diputado,68,Guido Antonio Diaz Vergara,De La Araucania,Distrito 22,I. Partido de la Gente,De la Gente,NO
Diputado,68,Jessica Alejandra Liquitay Martinez,De Atacama,Distrito 4,I. Partido de la Gente,De la Gente,NO
Diputado,68,Nicolas Enrique Garcia Espinoza,Del Maule,Distrito 17,I. Partido de la Gente,De la Gente,NO
Diputado,69,Alex Alejandro Farias Perez,De Atacama,Distrito 4,I. Partido de la Gente,De la Gente,NO
Diputado,69,Alexis Ojeda Altamirano,De La Araucania,Distrito 22,I. Partido de la Gente,De la Gente,NO
Diputado,69,Eduardo Alexander Oteiza Vasquez,Del Maule,Distrito 17,I. Partido de la Gente,De la Gente,NO
Diputado,69,Javier Olivares Avendaño,De Valparaiso,Distrito 6,I. Partido de la Gente,De la Gente,SI
Diputado,69,Karen Marcela Morales Rozas,Del Biobio,Distrito 21,I. Partido de la Gente,De la Gente,NO
Diputado,70,Carlos Felipe Agurto Pedreros,Del Biobio,Distrito 21,I. Partido de la Gente,De la Gente,NO
Diputado,70,Fabian Ossandon Briceño,De Antofagasta,Distrito 3,I. Partido de la Gente,De la Gente,SI
Diputado,70,Francisco Javier Vargas Mery,De Atacama,Distrito 4,I. Partido de la Gente,De la Gente,NO
Diputado,70,Maykol Castillo Fernandez,De Valparaiso,Distrito 6,I. Partido de la Gente,De la Gente,NO
Diputado,70,Patricia Del Carmen Muñoz Beltran,De La Araucania,Distrito 22,I. Partido de la Gente,De la Gente,NO
Diputado,70,Rosa Irene Bravo Herrera,Del Maule,Distrito 17,I. Partido de la Gente,De la Gente,NO
Diputado,71,Christian Rodrigo Fuentes Cabezas,Del Biobio,Distrito 21,I. Partido de la Gente,De la Gente,NO
Diputado,71,Cristian Arturo Seguel Olivos,Metropolitana De Santiago,Distrito 13,I. Partido de la Gente,De la Gente,NO
Diputado,71,Hector Raul Vergara Seura,De Atacama,Distrito 4,I. Partido de la Gente,De la Gente,NO
Diputado,71,Jorge Cristi Ramirez,De Valparaiso,Distrito 6,I. Partido de la Gente,De la Gente,NO
Diputado,71,Lorena Alejandra Balladares Chamorro,Del Maule,Distrito 17,I. Partido de la Gente,De la Gente,NO
Diputado,71,Paola Debia Gonzalez,De Antofagasta,Distrito 3,I. Partido de la Gente,De la Gente,NO
Diputado,71,Ramiro Adrian Rodriguez Maureira,De La Araucania,Distrito 22,I. Partido de la Gente,De la Gente,NO
Diputado,72,Daniela Francisca Diaz Gomez,Del Maule,Distrito 17,I. Partido de la Gente,De la Gente,NO
Diputado,72,Gonzalo Marcelo Soto Pizarro,De Valparaiso,Distrito 6,I. Partido de la Gente,De la Gente,NO
Diputado,72,Marcelo Andres Olivares Figueroa,Metropolitana De Santiago,Distrito 13,I. Partido de la Gente,De la Gente,NO
Diputado,72,Sandra America Neira Espinoza,Del Biobio,Distrito 21,I. Partido de la Gente,De la Gente,NO
Diputado,72,Sergio Marmie Ibarrondo,De Antofagasta,Distrito 3,I. Partido de la Gente,De la Gente,NO
Diputado,73,Alexander Rodolfo Rojas Villarroel,Metropolitana De Santiago,Distrito 13,I. Partido de la Gente,De la Gente,NO
Diputado,73,Camila Francesca Doñas Vargas,De Valparaiso,Distrito 6,I. Partido de la Gente,De la Gente,NO
Diputado,73,Javier Morales Morales,Del Maule,Distrito 17,I. Partido de la Gente,De la Gente,NO
Diputado,73,Jessie Gonzalez Bugueño,De Antofagasta,Distrito 3,I. Partido de la Gente,De la Gente,NO
Diputado,74,Bonnie Silva Villarroel,De Valparaiso,Distrito 6,I. Partido de la Gente,De la Gente,NO
Diputado,74,Erika Maribel Lizama Fuentes,Metropolitana De Santiago,Distrito 13,I. Partido de la Gente,De la Gente,NO
Diputado,74,Pedro Gubernatti Toro,Del Libertador General Bernardo O'Higgins,Distrito 15,I. Partido de la Gente,De la Gente,NO
Diputado,74,Ricardo Andres Aviles Rubilar,Metropolitana De Santiago,Distrito 11,I. Partido de la Gente,De la Gente,NO
Diputado,74,Vilma De Lourdes Esquivel Cespedes,De Antofagasta,Distrito 3,I. Partido de la Gente,De la Gente,NO
Diputado,75,Andres Sanchez Fredes,Metropolitana De Santiago,Distrito 14,I. Partido de la Gente,De la Gente,NO
Diputado,75,Blanca Esther Currieco Soto,De Valparaiso,Distrito 6,I. Partido de la Gente,De la Gente,NO
Diputado,75,Cristopher Alexeis Suarez Gonzalez,Metropolitana De Santiago,Distrito 11,I. Partido de la Gente,De la Gente,NO
Diputado,75,Luis Ramos Bustos,De Antofagasta,Distrito 3,I. Partido de la Gente,De la Gente,NO
Diputado,75,Marcela Narvaez Zapata,Del Libertador General Bernardo O'Higgins,Distrito 15,I. Partido de la Gente,De la Gente,NO
Diputado,75,Nelson David Alvarez Galleguillos,Metropolitana De Santiago,Distrito 13,I. Partido de la Gente,De la Gente,NO
Diputado,76,Elizabeth Fuentes Bravo,Metropolitana De Santiago,Distrito 11,I. Partido de la Gente,De la Gente,NO
Diputado,76,Jose Miguel Latorre Ludueña,Del Libertador General Bernardo O'Higgins,Distrito 15,I. Partido de la Gente,De la Gente,NO
Diputado,76,Leticia Del Carmen Zuñiga Silva,Metropolitana De Santiago,Distrito 14,I. Partido de la Gente,De la Gente,NO
Diputado,76,Marcia Ximena Marchant Farias,De Valparaiso,Distrito 6,I. Partido de la Gente,De la Gente,NO
Diputado,76,Noemi Lapostol Jara,Metropolitana De Santiago,Distrito 13,I. Partido de la Gente,De la Gente,NO
Diputado,77,Carla Eugenia Rubio Carrasco,Del Libertador General Bernardo O'Higgins,Distrito 15,I. Partido de la Gente,De la Gente,NO
Diputado,77,Cindy Macias Toledo,Metropolitana De Santiago,Distrito 14,I. Partido de la Gente,De la Gente,NO
Diputado,77,Cristian Contreras Radovic,Metropolitana De Santiago,Distrito 8,I. Partido de la Gente,De la Gente,SI
Diputado,77,Ernesto Exequiel Cortez Ulbrich,Metropolitana De Santiago,Distrito 11,I. Partido de la Gente,De la Gente,NO
Diputado,77,Ruby Villalobos Aracena,De Valparaiso,Distrito 6,I. Partido de la Gente,De la Gente,NO
Diputado,78,Juan Anselmo Melo Ramirez,Metropolitana De Santiago,Distrito 14,I. Partido de la Gente,De la Gente,NO
Diputado,78,Leyla Massiel Jara Lopez,Metropolitana De Santiago,Distrito 8,I. Partido de la Gente,De la Gente,NO
Diputado,78,Luisa Elena Caceres Miranda,Del Libertador General Bernardo O'Higgins,Distrito 15,I. Partido de la Gente,De la Gente,NO
Diputado,78,Marcela Ivonne Caballero Reyes,Metropolitana De Santiago,Distrito 11,I. Partido de la Gente,De la Gente,NO
Diputado,79,Maricel Donoso Acevedo,Metropolitana De Santiago,Distrito 11,I. Partido de la Gente,De la Gente,NO
Diputado,79,Richard Matta Parra,Metropolitana De Santiago,Distrito 8,I. Partido de la Gente,De la Gente,NO
Diputado,79,Rodrigo Peñailillo Valenzuela,Del Libertador General Bernardo O'Higgins,Distrito 15,I. Partido de la Gente,De la Gente,NO
Diputado,79,Sergio Antonio Palma Briones,Metropolitana De Santiago,Distrito 14,I. Partido de la Gente,De la Gente,NO
Diputado,80,Lucy Muñoz Marticorena,Metropolitana De Santiago,Distrito 8,I. Partido de la Gente,De la Gente,NO
Diputado,80,Ricardo Andres Silva Calcagno,Metropolitana De Santiago,Distrito 11,I. Partido de la Gente,De la Gente,NO
Diputado,80,Rogelio Alfredo Urbina Leal,Metropolitana De Santiago,Distrito 14,I. Partido de la Gente,De la Gente,NO
Diputado,80,Tamara Alejandra Ramirez Ramirez,Metropolitana De Santiago,Distrito 9,I. Partido de la Gente,De la Gente,NO
Diputado,81,Andres Rigoberto Caceres Bravo,Metropolitana De Santiago,Distrito 9,I. Partido de la Gente,De la Gente,NO
Diputado,81,Jorge Andres Meza Infante,Metropolitana De Santiago,Distrito 14,I. Partido de la Gente,De la Gente,NO
Diputado,81,Juan Marcelo Valenzuela Henriquez,De Valparaiso,Distrito 7,I. Partido de la Gente,De la Gente,SI
Diputado,81,Pamela Jiles Moreno,Metropolitana De Santiago,Distrito 12,I. Partido de la Gente,De la Gente,SI
Diputado,81,Sandra Luz Vergara Castro,Metropolitana De Santiago,Distrito 8,I. Partido de la Gente,De la Gente,NO
Diputado,82,Eileen Patricia Urqueta Rojas,De Coquimbo,Distrito 5,I. Partido de la Gente,De la Gente,NO
Diputado,82,Felix Enrique Molina Riquelme,Metropolitana De Santiago,Distrito 8,I. Partido de la Gente,De la Gente,NO
Diputado,82,Flor Rossany Contreras Vivallo,De La Araucania,Distrito 23,I. Partido de la Gente,De la Gente,NO
Diputado,82,Nicolas Eduardo Farfan Vega,De Valparaiso,Distrito 7,I. Partido de la Gente,De la Gente,NO
Diputado,82,Pablo Maltes Biskupovic,Metropolitana De Santiago,Distrito 12,I. Partido de la Gente,De la Gente,NO
Diputado,82,Pamela Del Transito Amaro Araya,Metropolitana De Santiago,Distrito 9,I. Partido de la Gente,De la Gente,NO
Diputado,83,Daniel Godoy Lagos,De Ñuble,Distrito 19,I. Partido de la Gente,De la Gente,NO
Diputado,83,Francisco Javier Lizana Donoso,Metropolitana De Santiago,Distrito 9,I. Partido de la Gente,De la Gente,NO
Diputado,83,Jacqueline Patricia Alarcon Borquez,Metropolitana De Santiago,Distrito 8,I. Partido de la Gente,De la Gente,NO
Diputado,83,Juan Carlos Thenoux Ciudad,De Coquimbo,Distrito 5,I. Partido de la Gente,De la Gente,NO
Diputado,83,Orlando Christian Machefert Inostroza,De La Araucania,Distrito 23,I. Partido de la Gente,De la Gente,NO
Diputado,83,Vanessa Ferrer Radovich,De Valparaiso,Distrito 7,I. Partido de la Gente,De la Gente,NO
Diputado,83,Zandra Parisi Fernandez,Metropolitana De Santiago,Distrito 12,I. Partido de la Gente,De la Gente,SI
Diputado,84,Andres Henriquez Riquelme,Metropolitana De Santiago,Distrito 8,I. Partido de la Gente,De la Gente,NO
Diputado,84,Cesar Abraham Suay Jerez,Metropolitana De Santiago,Distrito 9,I. Partido de la Gente,De la Gente,NO
Diputado,84,Cristian Aliro Muñoz Garrido,De La Araucania,Distrito 23,I. Partido de la Gente,De la Gente,NO
Diputado,84,Guillermo Escobar Arriagada,De Valparaiso,Distrito 7,I. Partido de la Gente,De la Gente,NO
Diputado,84,Jeniffer Carolina Salazar Zuñiga,De Ñuble,Distrito 19,I. Partido de la Gente,De la Gente,NO
Diputado,84,Luis Eduardo Molina Castillo,Metropolitana De Santiago,Distrito 12,I. Partido de la Gente,De la Gente,NO
Diputado,84,Maricel Andrea Tapia Salgueiro,De Coquimbo,Distrito 5,I. Partido de la Gente,De la Gente,NO
Diputado,85,Francisco Javier Nuñez Rencoret,De Coquimbo,Distrito 5,I. Partido de la Gente,De la Gente,NO
Diputado,85,Hector Guzman Vasquez,De Ñuble,Distrito 19,I. Partido de la Gente,De la Gente,NO
Diputado,85,Hernan Gonzalo Coñoman Lepiman,De La Araucania,Distrito 23,I. Partido de la Gente,De la Gente,NO
Diputado,85,Leonardo Javier Maturana Vergara,Metropolitana De Santiago,Distrito 12,I. Partido de la Gente,De la Gente,NO
Diputado,85,Maria Soledad Liempan Apeleo,Metropolitana De Santiago,Distrito 9,I. Partido de la Gente,De la Gente,NO
Diputado,85,Patricio Antonio Briones Moller,Del Biobio,Distrito 20,I. Partido de la Gente,De la Gente,NO
Diputado,85,Veronica Rojas Arenas,De Valparaiso,Distrito 7,I. Partido de la Gente,De la Gente,NO
Diputado,86,Carolina Andrea Venegas Aranda,Del Biobio,Distrito 20,I. Partido de la Gente,De la Gente,NO
Diputado,86,Caroll Salome Meyer Meyer,De Valparaiso,Distrito 7,I. Partido de la Gente,De la Gente,NO
Diputado,86,Crescencio Alberto Lopez Perez,Metropolitana De Santiago,Distrito 9,I. Partido de la Gente,De la Gente,NO
Diputado,86,Fernanda Cristina Nuñez Araos,De Coquimbo,Distrito 5,I. Partido de la Gente,De la Gente,NO
Diputado,86,Hernan Jonathan Alvarez Vargas,Metropolitana De Santiago,Distrito 12,I. Partido de la Gente,De la Gente,NO
Diputado,86,Ignacio Luengo Quijada,De Ñuble,Distrito 19,I. Partido de la Gente,De la Gente,NO
Diputado,86,Robinson Dario Illanes Acuña,De La Araucania,Distrito 23,I. Partido de la Gente,De la Gente,NO
Diputado,87,Christopher Elias Yañez Leal,Metropolitana De Santiago,Distrito 9,I. Partido de la Gente,De la Gente,NO
Diputado,87,Hugo Antonio Soto Becerra,Del Biobio,Distrito 20,I. Partido de la Gente,De la Gente,NO
Diputado,87,Jessica Lorena Antilef Lincolao,De La Araucania,Distrito 23,I. Partido de la Gente,De la Gente,NO
Diputado,87,Jorge Marcelo Chavez Arevalo,Metropolitana De Santiago,Distrito 12,I. Partido de la Gente,De la Gente,NO
Diputado,87,Juan Salvador Saul Dabed Tozo,De Coquimbo,Distrito 5,I. Partido de la Gente,De la Gente,NO
Diputado,87,Mariela Espinoza Navarrete,De Ñuble,Distrito 19,I. Partido de la Gente,De la Gente,NO
Diputado,87,Natalia Vanessa Navarro Alday,De Valparaiso,Distrito 7,I. Partido de la Gente,De la Gente,NO
Diputado,88,Cliff Henriquez Retamal,De Ñuble,Distrito 19,I. Partido de la Gente,De la Gente,NO
Diputado,88,Jorge Franklin Dunstan Pavez,De Coquimbo,Distrito 5,I. Partido de la Gente,De la Gente,NO
Diputado,88,Maria Delia Yañez Barrera,De La Araucania,Distrito 23,I. Partido de la Gente,De la Gente,NO
Diputado,88,Mariella Andrea Gonzalez Hidalgo,Del Biobio,Distrito 20,I. Partido de la Gente,De la Gente,NO
Diputado,89,Americo Arlin Muñoz Beltran,De La Araucania,Distrito 23,I. Partido de la Gente,De la Gente,NO
Diputado,89,Luis Zuñiga Montt,Del Biobio,Distrito 20,I. Partido de la Gente,De la Gente,NO
Diputado,90,Marcela Andrea Gonzalez Zarate,Del Biobio,Distrito 20,I. Partido de la Gente,De la Gente,NO
Diputado,91,Bernardo Orlando Ulloa Pereira,Del Biobio,Distrito 20,I. Partido de la Gente,De la Gente,NO
Diputado,92,Francisca Mariana Zenteno Araos,Del Biobio,Distrito 20,I. Partido de la Gente,De la Gente,NO
Diputado,93,Juliette Cristina Villalobos Cares,Del Biobio,Distrito 20,I. Partido de la Gente,De la Gente,NO
Diputado,95,Karen Osorio Muñoz,Metropolitana De Santiago,Distrito 10,I. Partido de la Gente,De la Gente,NO
Diputado,96,Gianny Contenla Ojeda,Metropolitana De Santiago,Distrito 10,I. Partido de la Gente,De la Gente,NO
Diputado,97,Alejandra Jara Quiroz,Metropolitana De Santiago,Distrito 10,I. Partido de la Gente,De la Gente,NO
Diputado,98,Andrea Del Pilar Herrera Cachaña,Metropolitana De Santiago,Distrito 10,I. Partido de la Gente,De la Gente,NO
Diputado,99,Barbara Molina Silva,Metropolitana De Santiago,Distrito 10,I. Partido de la Gente,De la Gente,NO
Diputado,100,Victor Hugo Figueroa Rebolledo,Del Biobio,Distrito 20,J. Chile Grande y Unido,Independiente Demócratas Chile,NO
Diputado,101,Andrea De La Barra Manriquez,Del Biobio,Distrito 20,J. Chile Grande y Unido,Independiente Demócratas Chile,NO
Diputado,104,Jorge Alessandri Vergara,Metropolitana De Santiago,Distrito 10,J. Chile Grande y Unido,Unión Demócrata Independiente,SI
Diputado,105,Macarena Zarhi Cordero,Metropolitana De Santiago,Distrito 10,J. Chile Grande y Unido,Independiente Unión Demócrata Independiente,NO
Diputado,106,Maria Jesus Schwerter Cabezas,Metropolitana De Santiago,Distrito 10,J. Chile Grande y Unido,Unión Demócrata Independiente,NO
Diputado,107,Juan Pablo Saez Rey,Metropolitana De Santiago,Distrito 10,J. Chile Grande y Unido,Independiente Demócratas Chile,NO
Diputado,108,Vicente Almonacid Heyl,Metropolitana De Santiago,Distrito 10,J. Chile Grande y Unido,Independiente Demócratas Chile,NO
Diputado,109,Sandra Solimano Latorre,Metropolitana De Santiago,Distrito 10,J. Chile Grande y Unido,Independiente Demócratas Chile,NO
Diputado,110,Maria Luisa Cordero Velasquez,Metropolitana De Santiago,Distrito 10,J. Chile Grande y Unido,Independiente Renovación Nacional,NO
Diputado,111,Johanna Olivares Gribbell,Metropolitana De Santiago,Distrito 10,J. Chile Grande y Unido,Renovación Nacional,NO
Diputado,112,Francisco Orrego Gutierrez,Metropolitana De Santiago,Distrito 10,J. Chile Grande y Unido,Renovación Nacional,SI
Senador,16,Rafael Prohens Espinosa,De Atacama,Circunscripción Senatorial 4,J. Chile Grande y Unido,Renovación Nacional,NO
Senador,17,Giovanni Calderon Bassi,De Atacama,Circunscripción Senatorial 4,J. Chile Grande y Unido,Independiente Evolución Política,NO
Senador,18,Luz Ebensperger Orrego,De Tarapaca,Circunscripción Senatorial 2,J. Chile Grande y Unido,Unión Demócrata Independiente,NO
Senador,18,Nicolas Noman Garrido,De Atacama,Circunscripción Senatorial 4,J. Chile Grande y Unido,Unión Demócrata Independiente,NO
Senador,19,Jose Pilo Durana Semir,De Arica Y Parinacota,Circunscripción Senatorial 1,J. Chile Grande y Unido,Unión Demócrata Independiente,NO
Senador,19,Lucrecia Mena Acosta,De Tarapaca,Circunscripción Senatorial 2,J. Chile Grande y Unido,Renovación Nacional,NO
Senador,20,Enrique Lee Flores,De Arica Y Parinacota,Circunscripción Senatorial 1,J. Chile Grande y Unido,Independiente Demócratas Chile,NO
